Timestamp,Force_x,Force_y,Force_z,Torque_x,Torque_y,Torque_z
c2025-01-25 17:42:08.880082,-12.39013671875,-19.012451171875,-0.7171630859375,0.22857666015625,0.2587890625,-0.2099609375
2025-01-25 17:42:08.882734,-12.4053955078125,-19.04296875,-0.67138671875,0.22857666015625,0.25909423828125,-0.210205078125
2025-01-25 17:42:08.885483,-12.3748779296875,-18.9971923828125,-0.701904296875,0.22857666015625,0.25848388671875,-0.21044921875
2025-01-25 17:42:08.888000,-12.359619140625,-19.04296875,-0.67138671875,0.22796630859375,0.2593994140625,-0.21044921875
2025-01-25 17:42:08.890423,-12.3443603515625,-19.012451171875,-0.67138671875,0.228271484375,0.2593994140625,-0.210693359375
2025-01-25 17:42:08.892704,-12.39013671875,-18.9971923828125,-0.701904296875,0.22796630859375,0.25909423828125,-0.21044921875
2025-01-25 17:42:08.895171,-12.359619140625,-19.04296875,-0.6866455078125,0.2288818359375,0.2587890625,-0.21044921875
2025-01-25 17:42:08.897407,-12.3748779296875,-18.98193359375,-0.7171630859375,0.22857666015625,0.2587890625,-0.210693359375
2025-01-25 17:42:08.899600,-12.39013671875,-19.0277099609375,-0.7171630859375,0.2288818359375,0.2587890625,-0.21044921875
2025-01-25 17:42:08.901798,-12.359619140625,-19.04296875,-0.7171630859375,0.22857666015625,0.2593994140625,-0.210205078125
2025-01-25 17:42:08.904031,-12.359619140625,-18.98193359375,-0.67138671875,0.22857666015625,0.2587890625,-0.21044921875
2025-01-25 17:42:08.905698,-12.359619140625,-18.9971923828125,-0.7476806640625,0.22857666015625,0.25909423828125,-0.210693359375
2025-01-25 17:42:08.907051,-12.3748779296875,-18.9971923828125,-0.701904296875,0.228271484375,0.25848388671875,-0.210205078125
2025-01-25 17:42:08.908352,-12.3748779296875,-18.9666748046875,-0.701904296875,0.2288818359375,0.25909423828125,-0.210205078125
2025-01-25 17:42:08.909793,-12.39013671875,-18.9971923828125,-0.701904296875,0.22857666015625,0.25909423828125,-0.210693359375
2025-01-25 17:42:08.911215,-12.359619140625,-19.0277099609375,-0.732421875,0.2288818359375,0.2593994140625,-0.21044921875
2025-01-25 17:42:08.912731,-12.359619140625,-18.98193359375,-0.67138671875,0.2288818359375,0.2587890625,-0.210693359375
2025-01-25 17:42:08.914357,-12.3443603515625,-19.0277099609375,-0.7476806640625,0.22857666015625,0.25909423828125,-0.2109375
2025-01-25 17:42:08.915957,-12.3748779296875,-18.9971923828125,-0.7476806640625,0.22857666015625,0.25909423828125,-0.2109375
2025-01-25 17:42:08.917546,-12.3748779296875,-18.98193359375,-0.67138671875,0.22857666015625,0.2581787109375,-0.21044921875
2025-01-25 17:42:08.918939,-12.359619140625,-18.9971923828125,-0.67138671875,0.22918701171875,0.2587890625,-0.21044921875
2025-01-25 17:42:08.920242,-12.3291015625,-18.9971923828125,-0.701904296875,0.2288818359375,0.2593994140625,-0.210205078125
2025-01-25 17:42:08.921525,-12.39013671875,-18.951416015625,-0.67138671875,0.22857666015625,0.25848388671875,-0.210205078125
2025-01-25 17:42:08.922842,-12.359619140625,-19.0277099609375,-0.701904296875,0.22857666015625,0.25848388671875,-0.2099609375
2025-01-25 17:42:08.924182,-12.4053955078125,-18.98193359375,-0.732421875,0.2288818359375,0.2587890625,-0.210693359375
2025-01-25 17:42:08.926160,-12.3291015625,-18.951416015625,-0.6866455078125,0.22857666015625,0.25848388671875,-0.210205078125
2025-01-25 17:42:08.928370,-12.3748779296875,-18.9971923828125,-0.6561279296875,0.228271484375,0.2587890625,-0.2099609375
2025-01-25 17:42:08.930551,-12.3748779296875,-18.9971923828125,-0.7171630859375,0.228271484375,0.2587890625,-0.2099609375
2025-01-25 17:42:08.932963,-12.3291015625,-18.98193359375,-0.6866455078125,0.22857666015625,0.2587890625,-0.210205078125
2025-01-25 17:42:08.935170,-12.4053955078125,-19.012451171875,-0.6866455078125,0.22857666015625,0.25848388671875,-0.210693359375
2025-01-25 17:42:08.937319,-12.359619140625,-19.012451171875,-0.732421875,0.22796630859375,0.2587890625,-0.21044921875
2025-01-25 17:42:08.938783,-12.3748779296875,-18.9971923828125,-0.7171630859375,0.22857666015625,0.25848388671875,-0.2109375
2025-01-25 17:42:08.940741,-12.4053955078125,-18.9971923828125,-0.6866455078125,0.2288818359375,0.2593994140625,-0.21044921875
